time , step-size , {uav2}.uav2.batteryCharge , {uav2}.uav2.currentYaw , {uav2}.uav2.posX , {uav2}.uav2.posY , {uav2}.uav2.posZ , {uav2}.uav2.velX , {uav2}.uav2.velY , {uav2}.uav2.velZ , {uavCont2}.controller2.pitchOut , {uavCont2}.controller2.rollOut , {uavCont2}.controller2.throttleOut , {uavCont2}.controller2.yawOut , {uavCont}.controller.pitchOut , {uavCont}.controller.rollOut , {uavCont}.controller.throttleOut , {uavCont}.controller.yawOut , {uav}.uav.batteryCharge , {uav}.uav.currentYaw , {uav}.uav.posX , {uav}.uav.posY , {uav}.uav.posZ , {uav}.uav.velX , {uav}.uav.velY , {uav}.uav.velZ
0.0 , 0.0 , 6480.0 , 0.0 , 5.0 , 5.0 , 0.5 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 6480.0 , 0.0 , 5.0 , 5.0 , 0.5 , 0.0 , 0.0 , 0.0
0.05 , 0.05 , 6480.0 , 0.0 , 5.0 , 5.0 , 0.48773978499389453 , 0.0 , 0.0 , -0.4903016023394045 , 0.35 , -0.35 , 1.23 , 0.0 , 0.35 , -0.35 , 1.23 , 0.0 , 6480.0 , 0.0 , 5.0 , 5.0 , 0.48773978499389453 , 0.0 , 0.0 , -0.4903016023394045
0.1 , 0.05 , 6478.510403587067 , 0.0 , 4.997969324272113 , 4.997969324272113 , 0.4839489532254772 , -0.10458567562874094 , -0.10458567562874094 , 0.40015348880426715 , 0.35 , -0.28 , 4.95 , 0.0 , 0.35 , -0.35 , 1.26 , 0.0 , 6478.510403587067 , 0.0 , 4.997969324272113 , 4.997969324272113 , 0.4839489532254772 , -0.10458567562874094 , -0.10458567562874094 , 0.40015348880426715
0.15000000000000002 , 0.05 , 6477.088741525001 , 0.0 , 4.988108711638434 , 4.9878780684296 , 0.5219332411961797 , -0.29939022670508086 , -0.31421222585107633 , 1.1144320860519574 , 0.35 , -0.28 , 6.07 , 0.0 , 0.35 , -0.35 , 2.29 , 0.0 , 6477.078757476663 , 0.0 , 4.987884714229073 , 4.987884714229073 , 0.5218955108917545 , -0.31373280464046016 , -0.3137328046404601 , 1.1118799965730402
0.2 , 0.05 , 6475.892614526115 , 0.0 , 4.972457771665976 , 4.97108731205761 , 0.5776177663093484 , -0.48757018086400017 , -0.5321164793225552 , 1.6666328763845946 , 0.35 , 0.2 , 5.1899999999999995 , 0.0 , 0.35 , -0.35 , 1.3199999999999998 , 0.0 , 6475.8642498583595 , 0.0 , 4.971137523664154 , 4.971137523664154 , 0.577369202597763 , -0.530221003887971 , -0.5302210038879709 , 1.6579991381605226
0.25 , 0.05 , 6474.417951152935 , 0.0 , 4.943140523784582 , 4.936733267302298 , 0.6780188728918523 , -0.6530790634005226 , -0.8504669960766336 , 2.35075711607362 , 0.35 , 0.2 , 4.93 , 0.0 , 0.35 , -0.35 , 0.8799999999999999 , 0.0 , 6474.293364224209 , 0.0 , 4.937025118998294 , 4.937025118998294 , 0.6767905568153417 , -0.840778490192529 , -0.840778490192529 , 2.313776898916764
0.3 , 0.05 , 6473.025121630864 , 0.0 , 4.90929449399382 , 4.885478251454455 , 0.8125818561463882 , -0.6814631485356117 , -1.2045245025963194 , 3.0291210221976903 , 0.35 , 0.2 , 5.05 , 0.0 , 0.35 , -0.35 , 0.9099999999999999 , 0.0 , 6472.878671270073 , 0.0 , 4.887577273082671 , 4.887577273082671 , 0.8050589744210956 , -1.1391041319571624 , -1.1391041319571624 , 2.807807235255511
0.35 , 0.05 , 6471.5983309311905 , 0.0 , 4.876381766602086 , 4.815963537304673 , 0.9806362278287923 , -0.6223159888204878 , -1.578702886150966 , 3.6893578128494444 , 0.35 , 0.2 , 4.67 , 0.0 , 0.35 , -0.35 , 0.43999999999999995 , 0.0 , 6471.395113178176 , 0.0 , 4.822573331175251 , 4.822573331175251 , 0.9582177306159486 , -1.46366735452457 , -1.46366735452457 , 3.316627236618946
0.39999999999999997 , 0.05 , 6470.116370390478 , 0.0 , 4.8479774620724285 , 4.727440570617 , 1.181175992185074 , -0.505463369454207 , -1.9635176088563173 , 4.328327990650087 , 0.35 , 0.2 , 4.29 , 0.0 , 0.35 , -0.35 , 0.47 , 0.0 , 6470.671491160185 , 0.0 , 4.745266265645833 , 4.745266265645833 , 1.1238962302787516 , -1.6222997020257672 , -1.6222997020257672 , 3.2890451941704195
0.44999999999999996 , 0.05 , 6468.599904437159 , 0.0 , 4.826439088519009 , 4.619538791292968 , 1.4131236405630752 , -0.350522299281716 , -2.352997976910941 , 4.945721165608359 , 0.35 , 0.2 , 2.8 , 0.0 , 0.35 , -0.35 , -1.2 , 0.0 , 6469.894212526883 , 0.0 , 4.6598578934835615 , 4.6598578934835615 , 1.2884059222582682 , -1.794801241732775 , -1.794801241732775 , 3.2922004446379667
0.49999999999999994 , 0.05 , 6467.061455098798 , 0.0 , 4.8133253045655415 , 4.4921296371992225 , 1.6754097926037748 , -0.17034026943485558 , -2.7432378644227056 , 5.5419560332341335 , 0.35 , 0.2 , 2.8899999999999997 , 0.0 , 0.35 , -0.35 , -1.2 , 0.0 , 6469.894212526883 , 0.0 , 4.570138603659773 , 4.570138603659773 , 1.4406542124860195 , -1.7867514876864983 , -1.7867514876864983 , 2.7784563480475164
0.5499999999999999 , 0.05 , 6465.508793625162 , 0.0 , 4.80967204436225 , 4.345246320387466 , 1.9669877225499617 , 0.026683682537457537 , -3.1315606603265014 , 6.117454032531579 , 0.35 , 0.2 , 2.9799999999999995 , 0.0 , 0.35 , -0.35 , -1.2 , 0.0 , 6469.894212526883 , 0.0 , 4.480999990659536 , 4.480999990659536 , 1.5668860776770874 , -1.7788057827321053 , -1.7788057827321053 , 2.271970565212388
0.6 , 0.05 , 6463.946842680271 , 0.0 , 4.816172571842563 , 4.179035400826173 , 2.2868274508912823 , 0.23497292730764202 , -3.516045441199142 , 6.672454313638662 , 0.35 , 0.2 , 2.5700000000000003 , 0.0 , 0.35 , -0.35 , -0.7 , 0.0 , 6469.894212526883 , 0.0 , 4.392256899773222 , 4.392256899773222 , 1.6679427339823776 , -1.7709304341478824 , -1.7709304341478824 , 1.7712079710025994
0.65 , 0.05 , 6462.378771487901 , 0.0 , 4.833285340969053 , 3.993726464248109 , 2.633906394208999 , 0.4505801010922055 , -3.895255197160138 , 7.207022729794651 , 0.35 , 0.0 , 1.0200000000000005 , 0.0 , 0.35 , -0.35 , -0.19999999999999996 , 0.0 , 6469.894212526883 , 0.0 , 4.303905836515423 , 4.303905836515423 , 1.7440774505728973 , -1.7631245115826686 , -1.7631245115826686 , 1.2748622100811735
0.7000000000000001 , 0.05 , 6460.83330091847 , 0.0 , 4.860693424630266 , 3.7895739903243104 , 3.0073075120084525 , 0.631564892908365 , -4.270470107719897 , 7.727680083960195 , 0.35 , 0.0 , 1.08 , 0.0 , 0.35 , -0.35 , -0.19999999999999996 , 0.0 , 6469.894212526883 , 0.0 , 4.215943352508381 , 4.215943352508381 , 1.7954793517653267 , -1.755387101016529 , -1.755387101016529 , 0.7816714130077587
0.7500000000000001 , 0.05 , 6459.331373323816 , 0.0 , 4.895479710587545 , 3.5667483578141144 , 3.406472901946601 , 0.7511301477782745 , -4.64152354256121 , 8.236123570244072 , 0.35 , 0.0 , 0.6400000000000006 , 0.0 , 0.35 , -0.35 , -0.19999999999999996 , 0.0 , 6469.894212526883 , 0.0 , 4.128366044674391 , 4.128366044674391 , 1.8222753109205123 , -1.747717304403976 , -1.747717304403976 , 0.2904051267722967
0.8000000000000002 , 0.05 , 6458.38968121197 , 0.0 , 4.934424862455444 , 3.3291525267809123 , 3.8207322384178384 , 0.8014897142741345 , -4.855512736039215 , 8.317375698001841 , 0.35 , 0.0 , -0.5299999999999994 , 0.0 , 0.35 , -0.35 , 0.30000000000000004 , 0.0 , 6469.894212526883 , 0.0 , 4.041170554445804 , 4.041170554445804 , 1.8245312890710017 , -1.7401142393265034 , -1.7401142393265034 , -0.20012245093114756
0.8500000000000002 , 0.05 , 6458.38968121197 , 0.0 , 4.974501372313025 , 3.08757343748855 , 4.220949113676665 , 0.7998835772514015 , -4.797150669923812 , 7.666595793231513 , 0.35 , 0.0 , -0.9699999999999998 , 0.0 , 0.35 , -0.35 , 1.3 , 0.0 , 6469.392981840526 , 0.0 , 3.9514906715981026 , 3.9514906715981026 , 1.8101494569021925 , -1.8516851702728072 , -1.8516851702728072 , -0.3619906058826384
0.9000000000000002 , 0.05 , 6458.38968121197 , 0.0 , 5.014455613924414 , 2.8491432456328796 , 4.588532909020436 , 0.7982872353189993 , -4.74030106718137 , 7.04089966291838 , 0.35 , 0.0 , -0.9399999999999995 , 0.0 , 0.35 , -0.35 , 1.3 , 0.0 , 6467.721983365448 , 0.0 , 3.849455797404554 , 3.849455797404554 , 1.8063880411118411 , -2.2401553754295978 , -2.2401553754295978 , 0.24204931822322331
0.9500000000000003 , 0.05 , 6458.38968121197 , 0.0 , 5.054330197585638 , 2.6135220300443365 , 4.925385187156725 , 0.7966972523912347 , -4.684783093516757 , 6.436857245627835 , 0.35 , 0.0 , -1.6399999999999995 , 0.0 , 0.35 , -0.35 , 1.3 , 0.0 , 6466.050831110522 , 0.0 , 3.7278224737051575 , 3.7278224737051575 , 1.8335714288246483 , -2.6243508026279128 , -2.6243508026279128 , 0.8449516929308856
1.0000000000000002 , 0.05 , 6458.38968121197 , 0.0 , 5.0941254402975416 , 2.3806443752256463 , 5.232524561102502 , 0.7951135905471388 , -4.630550503186673 , 5.851954240134361 , 0.1200000000000001 , -0.28 , -1.6399999999999995 , 0.0 , 0.24 , -0.24 , 0.30000000000000004 , 0.0 , 6464.379575791086 , 0.0 , 3.5871000294942883 , 3.5871000294942883 , 1.8908390931084655 , -3.003593411105631 , -3.003593411105631 , 1.445102807338329
1.0500000000000003 , 0.05 , 6458.38968121197 , 0.0 , 5.133841657172462 , 2.1504471244861074 , 5.510850321483532 , 0.7935362121666591 , -4.577559167339592 , 5.283924490213065 , 0.1200000000000001 , -0.28 , -1.8699999999999994 , 0.0 , 0.040000000000000036 , -0.040000000000000036 , -0.19999999999999996 , 0.0 , 6463.883971316713 , 0.0 , 3.4343109134933654 , 3.4343109134933654 , 1.9597441058669272 , -3.0945239712220585 , -3.0945239712220585 , 1.2823575328306567
1.1000000000000003 , 0.05 , 6458.38968121197 , 0.0 , 5.173479161449191 , 1.9228692771285514 , 5.761153850318091 , 0.7919650799276806 , -4.525766954261173 , 4.7307114341863254 , 0.1200000000000001 , -0.28 , -1.8999999999999995 , 0.0 , 0.040000000000000036 , -0.040000000000000036 , -0.19999999999999996 , 0.0 , 6463.883971316713 , 0.0 , 3.2800725643142044 , 3.2800725643142044 , 2.011854545284619 , -3.070734238029508 , -3.070734238029508 , 0.7890862814354462
1.1500000000000004 , 0.05 , 6458.38968121197 , 0.0 , 5.213038264507806 , 1.6978518914201364 , 5.984128261128512 , 0.7904001568030821 , -4.475133617658256 , 4.190435475266274 , 0.1200000000000001 , -0.28 , -1.9299999999999995 , 0.0 , 0.040000000000000036 , -0.040000000000000036 , -0.19999999999999996 , 0.0 , 6463.883971316713 , 0.0 , 3.127122310138078 , 3.127122310138078 , 2.0390206663094115 , -3.047340348323638 , -3.047340348323638 , 0.2978000165705361
1.2000000000000004 , 0.05 , 6458.38968121197 , 0.0 , 5.252519275884341 , 1.4753379929608637 , 6.180376531329108 , 0.7888414060578276 , -4.425620692358865 , 3.6613661166916893 , -0.15999999999999992 , -0.28 , -1.4599999999999995 , 0.0 , 0.040000000000000036 , -0.040000000000000036 , -0.9299999999999999 , 0.0 , 6463.883971316713 , 0.0 , 2.9753328703166244 , 2.9753328703166244 , 2.04164624760327 , -3.024300208114136 , -3.024300208114136 , -0.19273227329976642
1.2500000000000004 , 0.05 , 6458.38968121197 , 0.0 , 5.291922503285321 , 1.2552724880934512 , 6.350418341113922 , 0.787288791246092 , -4.3771913968601845 , 3.1418979374523843 , -0.15999999999999992 , -0.28 , -2.2499999999999996 , 0.0 , -0.24 , 0.24 , 0.010000000000000009 , 0.0 , 6463.883971316713 , 0.0 , 2.8246867575529326 , 2.8246867575529326 , 2.01975551795592 , -3.0016058538179395 , -3.0016058538179395 , -0.6827050489508141
1.3000000000000005 , 0.05 , 6458.38968121197 , 0.0 , 5.331248252602157 , 1.0376020820253475 , 6.494695791510341 , 0.7857422762084201 , -4.329810542205616 , 2.630529662057123 , -0.15999999999999992 , -0.28 , -2.3099999999999996 , 0.0 , -0.24 , 0.24 , -0.020000000000000018 , 0.0 , 6463.872169847008 , 0.0 , 2.675149949521617 , 2.675149949521617 , 1.9736983374406476 , -2.979708973484435 , -2.979708973484435 , -1.1586765128324494
1.3500000000000005 , 0.05 , 6458.38968121197 , 0.0 , 5.370496827925383 , 0.8222752013584841 , 6.613578140513644 , 0.7842018250689197 , -4.2834444467165165 , 2.1258457143991065 , -0.15999999999999992 , -0.28 , -2.3699999999999997 , 0.0 , -0.24 , 0.24 , -0.04999999999999982 , 0.0 , 6463.872169847008 , 0.0 , 2.526716979879998 , 2.526716979879998 , 1.9036230445458788 , -2.9576765300969385 , -2.9576765300969385 , -1.6442185690607451
1.4000000000000006 , 0.05 , 6458.38968121197 , 0.0 , 5.409668531558771 , 0.6092419207450568 , 6.707365668471882 , 0.7826674022324872 , -4.2380608561444015 , 1.626499750852663 , -0.15999999999999992 , -0.28 , -1.9299999999999997 , 0.0 , -0.040000000000000036 , 0.040000000000000036 , 2.15 , 0.0 , 6463.872169847008 , 0.0 , 2.379377319781054 , 2.379377319781054 , 1.809352547599376 , -2.935967460403313 , -2.935967460403313 , -2.1257852559444355
1.4500000000000006 , 0.05 , 6458.38968121197 , 0.0 , 5.448763664033305 , 0.39845389340841775 , 6.776292760758917 , 0.7811389723820666 , -4.193628868845824 , 1.1311997482993417 , -0.35 , -0.28 , -1.5499999999999998 , 0.0 , -0.040000000000000036 , 0.040000000000000036 , 3.15 , 0.0 , 6462.52765524887 , 0.0 , 2.2369030632770426 , 2.2369030632770426 , 1.7202837759544627 , -2.7649659635422386 , -2.7649659635422386 , -1.3875775437661786
1.5000000000000007 , 0.05 , 6458.38968121197 , 0.0 , 5.48778252412101 , 0.18986428528720178 , 6.820530276166054 , 0.7796165004759391 , -4.150118865615156 , 0.6386942839727858 , -0.35 , -0.28 , -1.6099999999999999 , 0.0 , -0.040000000000000036 , 0.040000000000000036 , 3.15 , 0.0 , 6461.2370849019035 , 0.0 , 2.102143603886461 , 2.102143603886461 , 1.669410323643074 , -2.630513410445129 , -2.630513410445129 , -0.6471448787765184
1.5500000000000007 , 0.05 , 6458.38968121197 , 0.0 , 5.52672540884865 , -0.016572287421708153 , 6.8401872524901 , 0.7780999517450453 , -4.107502443840469 , 0.14775968958628996 , -0.35 , -0.28 , -1.67 , 0.0 , -0.040000000000000036 , 0.040000000000000036 , 2.15 , 0.0 , 6459.9818098927035 , 0.0 , 1.9734789465781206 , 1.9734789465781206 , 1.6555890002055453 , -2.5195521060485038 , -2.5195521060485038 , 0.09458341668088299
1.6000000000000008 , 0.05 , 6458.38968121197 , 0.0 , 5.565592613511304 , -0.22089981752972446 , 6.8353129768381935 , 0.7765892916903384 , -4.065752355674911 , -0.342678185479076 , -0.35 , -0.28 , -1.23 , 0.0 , -0.040000000000000036 , 0.040000000000000036 , 1.15 , 0.0 , 6458.7507247385765 , 0.0 , 1.8499338728253731 , 1.8499338728253731 , 1.6788886071392066 , -2.424630374948346 , -2.424630374948346 , 0.8373549532769173
1.6500000000000008 , 0.05 , 6458.38968121197 , 0.0 , 5.604384431685791 , -0.4231609631262059 , 6.805932903002001 , 0.7750844860801683 , -4.024842449940787 , -0.8322670516675806 , -0.35 , -0.28 , -0.3500000000000001 , 0.0 , -0.32000000000000006 , 0.32000000000000006 , 0.15000000000000002 , 0.0 , 6457.536087197493 , 0.0 , 1.730841368597491 , 1.730841368597491 , 1.7392920329317028 , -2.340706910770814 , -2.340706910770814 , 1.5781260233051255
1.7000000000000008 , 0.05 , 6458.38968121197 , 0.0 , 5.643101155243982 , -0.6233971010312468 , 6.752118860477587 , 0.7735855009476961 , -3.9847476175060335 , -1.3198235527060704 , -0.35 , -0.28 , -0.41000000000000014 , 0.0 , -0.32000000000000006 , 0.32000000000000006 , 0.15000000000000002 , 0.0 , 6457.341390946045 , 0.0 , 1.6145782370063866 , 1.6145782370063866 , 1.8114546062197052 , -2.3089743007650854 , -2.3089743007650854 , 1.2662619749880863
1.7500000000000009 , 0.05 , 6458.38968121197 , 0.0 , 5.681743074365972 , -0.8216483775991422 , 6.67400191462018 , 0.7720923025883378 , -3.9454437398933293 , -1.8041743709706037 , -0.35 , -0.28 , -0.4700000000000002 , 0.0 , -0.32000000000000006 , 0.32000000000000006 , -0.35 , 0.0 , 6457.12632926948 , 0.0 , 1.500201295107906 , 1.500201295107906 , 1.8669430212552758 , -2.2643460296776503 , -2.2643460296776503 , 0.9529244614102801
1.800000000000001 , 0.05 , 6458.38968121197 , 0.0 , 5.720310477553132 , -1.0179537570285557 , 6.571771071929146 , 0.7706048575572386 , -3.9069076409008674 , -2.2841771400898403 , -0.35 , -0.28 , 0.46999999999999975 , 0.0 , -0.32000000000000006 , 0.32000000000000006 , -0.35 , 0.0 , 6457.12632926948 , 0.0 , 1.387339236780525 , 1.387339236780525 , 1.9024642633484194 , -2.251608166244807 , -2.251608166244807 , 0.4611106930023187
1.850000000000001 , 0.05 , 6457.6250066079465 , 0.0 , 5.755168690578399 , -1.2079285513654292 , 6.458301239001049 , 0.6177901223580798 , -3.6850656419383223 , -2.233819514135576 , -0.35 , -0.28 , 1.3499999999999996 , 0.0 , -0.32000000000000006 , 0.32000000000000006 , 0.15000000000000002 , 0.0 , 6457.12632926948 , 0.0 , 1.2750745500699003 , 1.2750745500699003 , 1.9132507737935458 , -2.2390047745937083 , -2.2390047745937083 , -0.02955380046181992
1.900000000000001 , 0.05 , 6455.995872527117 , 0.0 , 5.778155005015673 , -1.381631144159072 , 6.36206513865291 , 0.29501755495340204 , -3.255372433280852 , -1.5932684234016976 , -0.35 , -0.28 , 1.2899999999999996 , 0.0 , -0.32000000000000006 , 0.32000000000000006 , 0.15000000000000002 , 0.0 , 6456.888230184772 , 0.0 , 1.164589956226979 , 1.164589956226979 , 1.9036481080031553 , -2.1781144756162365 , -2.1781144756162365 , -0.3478921218022295
1.950000000000001 , 0.05 , 6454.365299427115 , 0.0 , 5.784852732097821 , -1.5337434542302697 , 6.298278107918404 , -0.02703317037456268 , -2.829869738425947 , -0.9591229370333901 , -0.35 , -0.28 , 1.2299999999999995 , 0.0 , -0.32000000000000006 , 0.32000000000000006 , 1.15 , 0.0 , 6456.647370429955 , 0.0 , 1.0572412767898482 , 1.0572412767898482 , 1.8782743874066536 , -2.1156211972751255 , -2.1156211972751255 , -0.6671297975564239
2.000000000000001 , 0.05 , 6452.733767640618 , 0.0 , 5.775456443671038 , -1.6646839224102767 , 6.266090996905199 , -0.34873805332381647 , -2.408466978929053 , -0.32885732701444986 , -0.35 , -0.28 , 0.16999999999999948 , 0.0 , -0.32000000000000006 , 0.32000000000000006 , 1.15 , 0.0 , 6455.029804891555 , 0.0 , 0.9601289987012644 , 0.9601289987012644 , 1.859997560440005 , -1.7563280171093765 , -1.7563280171093765 , -0.02666928857873574
2.0500000000000007 , 0.05 , 6452.400794941757 , 0.0 , 5.752309071711601 , -1.805870740009733 , 6.23649670263686 , -0.4139164556682864 , -2.3091138370497375 , -0.6883919517606285 , -0.35 , -0.08000000000000002 , -0.9500000000000006 , 0.0 , -0.35 , 0.35 , 1.15 , 0.0 , 6453.07880781057 , 0.0 , 0.8677960604123194 , 0.8677960604123194 , 1.881275603143 , -1.3208373728570533 , -1.3208373728570533 , 0.7346936026303575
2.1000000000000005 , 0.05 , 6452.400794941757 , 0.0 , 5.731569360136521 , -1.9209259965557204 , 6.190049602898724 , -0.4134863070891472 , -2.29587610743277 , -1.176683065818535 , -0.35 , -0.08000000000000002 , -1.0100000000000007 , 0.0 , -0.35 , 0.35 , 1.15 , 0.0 , 6451.441951976433 , 0.0 , 0.8109487871683893 , 0.8109487871683893 , 1.9336940850533064 , -0.950913600317219 , -0.950913600317219 , 1.359581710546085
2.1500000000000004 , 0.05 , 6452.400794941757 , 0.0 , 5.710905723400554 , -2.035391566894826 , 6.119064622631147 , -0.41305932116952776 , -2.2827737063053917 , -1.662097067629804 , -0.35 , -0.08000000000000002 , -1.0700000000000007 , 0.0 , -0.35 , 0.35 , 0.15000000000000002 , 0.0 , 6449.792963254548 , 0.0 , 0.7728479693842484 , 0.7728479693842484 , 2.0170347234347994 , -0.5718272117708468 , -0.5718272117708468 , 1.9719045139673894
2.2 , 0.05 , 6452.400794941757 , 0.0 , 5.690263413924717 , -2.1492057461407534 , 6.023904228613526 , -0.4126332161927185 , -2.269820005348546 , -2.143495212986493 , -0.35 , -0.08000000000000002 , -0.13000000000000078 , 0.0 , -0.35 , 0.35 , -0.35 , 0.0 , 6449.544468209153 , 0.0 , 0.7460380221943025 , 0.7460380221943025 , 2.1082268847022 , -0.5134076089258612 , -0.5134076089258612 , 1.6386855186236293
2.25 , 0.05 , 6452.400794941757 , 0.0 , 5.669642387730006 , -2.2623759061159014 , 5.904797262788418 , -0.41220798943523196 , -2.2570124874334865 , -2.6197633724318683 , -0.35 , -0.08000000000000002 , 0.7499999999999996 , 0.0 , -0.35 , 0.35 , -1.6099999999999999 , 0.0 , 6449.544468209153 , 0.0 , 0.7204420828688799 , 0.7204420828688799 , 2.1779252892936842 , -0.5127524447441907 , -0.5127524447441907 , 1.1432751830707562
2.3 , 0.05 , 6451.267618952902 , 0.0 , 5.646633162996605 , -2.367347452150704 , 5.7827486172660025 , -0.5102305794477544 , -1.929773317272497 , -2.228302995120706 , -0.35 , -0.08000000000000002 , 0.6899999999999995 , 0.0 , -0.35 , 0.35 , -1.64 , 0.0 , 6449.544468209153 , 0.0 , 0.6948208793543551 , 0.6948208793543551 , 2.222765100310646 , -0.5120959985884738 , -0.5120959985884738 , 0.650716057292372
2.3499999999999996 , 0.05 , 6450.231626095531 , 0.0 , 5.619051734804675 , -2.4563194419808565 , 5.679382475974091 , -0.5914058262273868 , -1.6305401230226806 , -1.9095864742295432 , -0.35 , -0.08000000000000002 , 1.8599999999999994 , 0.0 , -0.35 , 0.35 , -1.67 , 0.0 , 6449.544468209153 , 0.0 , 0.6692324561519023 , 0.6692324561519023 , 2.243022433249531 , -0.5114412311007419 , -0.5114412311007419 , 0.15975749538084177
2.3999999999999995 , 0.05 , 6448.736634220055 , 0.0 , 5.58675379763024 , -2.527274755733435 , 5.600412218586965 , -0.7006118028858834 , -1.2029471064532544 , -1.2357716764916218 , -0.35 , -0.08000000000000002 , 1.8299999999999994 , 0.0 , -0.35 , 0.35 , -1.2 , 0.0 , 6449.544468209153 , 0.0 , 0.6436767294890411 , 0.6436767294890411 , 2.238747912727957 , -0.5107881358501684 , -0.5107881358501684 , -0.3306885361504227
